"","iati_id","budget","recipient_country","recipient_percentage"
"427","T05-EUTF-REG-REG-05",9813810,"GH",
"428","T05-EUTF-REG-REG-05",9813810,"GM",
"429","T05-EUTF-REG-REG-05",9813810,"GN",
"430","T05-EUTF-REG-REG-05",9813810,"GW",
"431","T05-EUTF-REG-REG-05",9813810,"KE",
"432","T05-EUTF-REG-REG-05",9813810,"LR",
"433","T05-EUTF-REG-REG-05",9813810,"ML",
"434","T05-EUTF-REG-REG-05",9813810,"MR",
"435","T05-EUTF-REG-REG-05",9813810,"NE",
"436","T05-EUTF-REG-REG-05",9813810,"NG",
"437","T05-EUTF-REG-REG-05",9813810,"SD",
"438","T05-EUTF-REG-REG-05",9813810,"SL",
"439","T05-EUTF-REG-REG-05",9813810,"SN",
"440","T05-EUTF-REG-REG-05",9813810,"SO",
"441","T05-EUTF-REG-REG-05",9813810,"SS",
"442","T05-EUTF-REG-REG-05",9813810,"TD",
"443","T05-EUTF-REG-REG-05",9813810,"TG",
"444","T05-EUTF-REG-REG-05",9813810,"TZ",
"445","T05-EUTF-REG-REG-05",9813810,"UG",
"446","T05-EUTF-SAH-MR-08",2.5e+07,"MR",
"447","T05-EUTF-HOA-SS-61",4975000,"SS","100.0"
"448","T05-EUTF-NOA-MA-02-01",4580000,"MA","100.0"
"449","T05-EUTF-NOA-TN-01-03",4e+06,"TN","100.0"
"450","T05-EUTF-NOA-REG-07-01",5.5e+07,"MA","50.0"
"451","T05-EUTF-NOA-REG-07-01",5.5e+07,"TN","50.0"
"452","T05-EUTF-NOA-REG-02-01",5550000,"DZ",
"453","T05-EUTF-NOA-REG-02-01",5550000,"EG",
"454","T05-EUTF-NOA-REG-02-01",5550000,"JO",
"455","T05-EUTF-NOA-REG-02-01",5550000,"LY",
"456","T05-EUTF-NOA-REG-02-01",5550000,"MA",
"457","T05-EUTF-NOA-REG-02-01",5550000,"TN",
"458","T05-EUTF-SAH-GM-03-01",7e+06,"GM",
"459","T05-EUTF-SAH-REG-18",144479592,"BF",
"460","T05-EUTF-SAH-REG-18",144479592,"ML",
"461","T05-EUTF-SAH-REG-18",144479592,"MR",
"462","T05-EUTF-SAH-REG-18",144479592,"NE",
"463","T05-EUTF-SAH-REG-18",144479592,"TD",
"464","T05-EUTF-SAH-REG-19",5e+06,"BF","25.0"
"465","T05-EUTF-SAH-REG-19",5e+06,"ML","25.0"
"466","T05-EUTF-SAH-REG-19",5e+06,"MR","25.0"
"467","T05-EUTF-SAH-REG-19",5e+06,"NE","25.0"
"468","T05-EUTF-SAH-REG-19",5e+06,"TD","25.0"
"469","T05-EUTF-SAH-NE-12",7600000,"NE",
"470","T05-EUTF-SAH-SN-10",9e+06,"SN",
"471","T05-EUTF-HOA-SO-47-01",3968707,"SO","100.0"
"472","T05-EUTF-HOA-UG-39-01",1e+07,"UG",
"473","T05-EUTF-HOA-KE-17-02",110000,"KE","100.0"
"474","T05-EUTF-SAH-REG-04-04",5887729,"NE",
"475","T05-EUTF-SAH-REG-04-03",5929971,"ML",
"476","T05-EUTF-SAH-REG-04-05",6392030,"SN","100.0"
"477","T05-EUTF-REG-REG-01-04",2499952,"LY","100.0"
"478","T05-EUTF-SAH-GN-01-02",3.5e+07,"GN",
"479","T05-EUTF-SAH-GN-01-01",1.5e+07,"GN",
"480","T05-EUTF-HOA-SD-31-01",3600000,"SD","100.0"
"481","T05-EUTF-NOA-LY-04-01",42223927,"LY","100.0"
"482","T05-EUTF-HOA-DJ-41-02",8e+06,"DJ",
"483","T05-EUTF-SAH-REG-17",5e+06,"BF",
"484","T05-EUTF-SAH-REG-17",5e+06,"CI",
"485","T05-EUTF-SAH-REG-17",5e+06,"CM",
"486","T05-EUTF-SAH-REG-17",5e+06,"GH",
"487","T05-EUTF-SAH-REG-17",5e+06,"GM",
"488","T05-EUTF-SAH-REG-17",5e+06,"GN",
"489","T05-EUTF-SAH-REG-17",5e+06,"ML",
"490","T05-EUTF-SAH-REG-17",5e+06,"MR",
"491","T05-EUTF-SAH-REG-17",5e+06,"NE",
"492","T05-EUTF-SAH-REG-17",5e+06,"NG",
"493","T05-EUTF-SAH-REG-17",5e+06,"SN",
"494","T05-EUTF-SAH-REG-17",5e+06,"TD",
"495","T05-EUTF-NOA-REG-07",5.5e+07,"MA","50.0"
"496","T05-EUTF-NOA-REG-07",5.5e+07,"TN","50.0"
"497","T05-EUTF-NOA-LY-06",2.9e+07,"LY","100.0"
"498","T05-EUTF-NOA-MA-03",6500000,"MA","100.0"
"499","T05-EUTF-SAH-BF-07-01",2e+06,"BF",
"500","T05-EUTF-SAH-REG-06-03",4900000,"MR",
"501","T05-EUTF-SAH-REG-06-04",4900000,"NE",
"502","T05-EUTF-SAH-REG-16",1.25e+08,"BF",
"503","T05-EUTF-SAH-REG-16",1.25e+08,"CI",
"504","T05-EUTF-SAH-REG-16",1.25e+08,"CM",
"505","T05-EUTF-SAH-REG-16",1.25e+08,"GH",
"506","T05-EUTF-SAH-REG-16",1.25e+08,"GM",
"507","T05-EUTF-SAH-REG-16",1.25e+08,"GN",
"508","T05-EUTF-SAH-REG-16",1.25e+08,"GW",
"509","T05-EUTF-SAH-REG-16",1.25e+08,"ML",
"510","T05-EUTF-SAH-REG-16",1.25e+08,"MR",
"511","T05-EUTF-SAH-REG-16",1.25e+08,"NE",
"512","T05-EUTF-SAH-REG-16",1.25e+08,"NG",
"513","T05-EUTF-SAH-REG-16",1.25e+08,"SN",
"514","T05-EUTF-SAH-REG-16",1.25e+08,"TD",
"515","T05-EUTF-SAH-ML-11",1e+07,"ML",
"516","T05-EUTF-SAH-REG-15",1.5e+07,"BF",
"517","T05-EUTF-SAH-REG-15",1.5e+07,"CI",
"518","T05-EUTF-SAH-REG-15",1.5e+07,"CM",
"519","T05-EUTF-SAH-REG-15",1.5e+07,"GH",
"520","T05-EUTF-SAH-REG-15",1.5e+07,"GM",
"521","T05-EUTF-SAH-REG-15",1.5e+07,"GN",
"522","T05-EUTF-SAH-REG-15",1.5e+07,"ML",
"523","T05-EUTF-SAH-REG-15",1.5e+07,"MR",
"524","T05-EUTF-SAH-REG-15",1.5e+07,"NE",
"525","T05-EUTF-SAH-REG-15",1.5e+07,"NG",
"526","T05-EUTF-SAH-REG-15",1.5e+07,"SN",
"527","T05-EUTF-SAH-REG-15",1.5e+07,"TD",
"528","T05-EUTF-HOA-KE-58",5e+06,"KE","100.0"
"529","T05-EUTF-SAH-GM-03",2.3e+07,"GM",
"530","T05-EUTF-SAH-REG-14",5e+06,"CV","80.0"
"531","T05-EUTF-SAH-REG-14",5e+06,"GW","20.0"
"532","T05-EUTF-HOA-SO-59",107400000,"SO","100.0"
"533","T05-EUTF-HOA-ET-60",3e+07,"ET","100.0"
"534","T05-EUTF-HOA-SD-55",1460000,"SD","100.0"
"535","T05-EUTF-HOA-SD-54",1.5e+07,"SD","100.0"
"536","T05-EUTF-HOA-SD-53",1e+06,"SD",
"537","T05-EUTF-HOA-SO-57",98200000,"SO","100.0"
"538","T05-EUTF-SAH-NE-08-04",625000,"NE",
"539","T05-EUTF-HOA-REG-26-06",2100000,"ET",
"540","T05-EUTF-HOA-REG-26-06",2100000,"KE",
"541","T05-EUTF-NOA-TN-01-02",3300000,"TN","100.0"
"542","T05-EUTF-SAH-BF-09-01",4.9e+07,"BF",
"543","T05-EUTF-NOA-LY-05",5e+07,"LY","100.0"
"544","T05-EUTF-REG-REG-04",1.15e+08,"BF",
"545","T05-EUTF-REG-REG-04",1.15e+08,"CI",
"546","T05-EUTF-REG-REG-04",1.15e+08,"CM",
"547","T05-EUTF-REG-REG-04",1.15e+08,"DJ",
"548","T05-EUTF-REG-REG-04",1.15e+08,"ER",
"549","T05-EUTF-REG-REG-04",1.15e+08,"ET",
"550","T05-EUTF-REG-REG-04",1.15e+08,"GH",
"551","T05-EUTF-REG-REG-04",1.15e+08,"GM",
"552","T05-EUTF-REG-REG-04",1.15e+08,"GN",
"553","T05-EUTF-REG-REG-04",1.15e+08,"KE",
"554","T05-EUTF-REG-REG-04",1.15e+08,"LY",
"555","T05-EUTF-REG-REG-04",1.15e+08,"ML",
"556","T05-EUTF-REG-REG-04",1.15e+08,"MR",
"557","T05-EUTF-REG-REG-04",1.15e+08,"NE",
"558","T05-EUTF-REG-REG-04",1.15e+08,"NG",
"559","T05-EUTF-REG-REG-04",1.15e+08,"SD",
"560","T05-EUTF-REG-REG-04",1.15e+08,"SN",
"561","T05-EUTF-REG-REG-04",1.15e+08,"SO",
"562","T05-EUTF-REG-REG-04",1.15e+08,"SS",
"563","T05-EUTF-REG-REG-04",1.15e+08,"TD",
"564","T05-EUTF-REG-REG-04",1.15e+08,"TZ",
"565","T05-EUTF-REG-REG-04",1.15e+08,"UG",
"566","T05-EUTF-SAH-REG-13",2e+07,"BF",
"567","T05-EUTF-SAH-REG-13",2e+07,"CI",
"568","T05-EUTF-SAH-REG-13",2e+07,"GM",
"569","T05-EUTF-SAH-REG-13",2e+07,"GN",
"570","T05-EUTF-SAH-REG-13",2e+07,"ML",
"571","T05-EUTF-SAH-REG-13",2e+07,"NE",
"572","T05-EUTF-SAH-REG-13",2e+07,"SN",
"573","T05-EUTF-HOA-ET-52",15150000,"ET","100.0"
"574","T05-EUTF-HOA-SO-47",1e+07,"SO","100.0"
"575","T05-EUTF-HoA-REG-26-04",1.2e+07,"ET",
"576","T05-EUTF-HoA-REG-26-04",1.2e+07,"KE",
"577","T05-EUTF-HOA-SD-38",4800000,"SD","100.0"
"578","T05-EUTF-HOA-SO-46",4.5e+07,"SO",
"579","T05-EUTF-HOA-DJ-41",20500000,"DJ","100.0"
"580","T05-EUTF-HOA-SD-11-02",3e+06,"SD",
"581","T05-EUTF-HOA-SD-11-03",2e+06,"SD",
"582","T05-EUTF-HOA-SD-45",8e+06,"SD",
"583","T05-EUTF-HOA-SD-43",3820000,"SD","100.0"
"584","T05-EUTF-HOA-KE-18-04",1900000,"KE","100.0"
"585","T05-EUTF-HOA-REG-26-02",13300000,"ET",
"586","T05-EUTF-HOA-REG-26-02",13300000,"KE",
"587","T05-EUTF-HOA-REG-26-02",13300000,"SO",
"588","T05-EUTF-HOA-SS-50",2972000,"SS","100.0"
"589","T05-EUTF-HOA-SS-49",14900000,"SS","100.0"
"590","T05-EUTF-HOA-SS-48",22388981,"SS",
"591","T05-EUTF-HOA-ET-51",3050000,"ET","100.0"
"592","T05-EUTF-HOA-ET-40",14750000,"ET","100.0"
"593","T05-EUTF-HOA-SO-23-01",4e+06,"SO","100.0"
"594","T05-EUTF-HOA-UG-39",2e+07,"UG",
"595","T05-EUTF-HOA-ET-42",13750000,"ET",
"596","T05-EUTF-HOA-SD-38-02",1e+06,"SD","100.0"
"597","T05-EUTF-HOA-SD-37",1e+07,"SD","100.0"
"598","T05-EUTF-SAH-TD-07",1.5e+07,"TD",
"599","T05-EUTF-SAH-NE-11",3e+07,"NE",
"600","T05-EUTF-SAH-NE-10",1e+07,"NE",
"601","T05-EUTF-SAH-MR-07",1e+07,"MR",
"602","T05-EUTF-SAH-ML-10",3.5e+07,"ML",
"603","T05-EUTF-SAH-GN-01",6.5e+07,"GN",
"604","T05-EUTF-SAH-BF-09",8e+07,"BF",
"605","T05-EUTF-SAH-BF-08",7e+06,"BF",
"606","T05-EUTF-SAH-BF-07",9e+06,"BF",
"607","T05-EUTF-SAH-REG-12",17400000,"CI",
"608","T05-EUTF-SAH-REG-12",17400000,"GH",
"609","T05-EUTF-SAH-REG-12",17400000,"GN",
"610","T05-EUTF-SAH-REG-12",17400000,"NG",
"611","T05-EUTF-SAH-REG-11",15800000,"BF",
"612","T05-EUTF-SAH-REG-11",15800000,"BJ",
"613","T05-EUTF-SAH-REG-11",15800000,"CI",
"614","T05-EUTF-SAH-REG-11",15800000,"CM",
"615","T05-EUTF-SAH-REG-11",15800000,"GH",
"616","T05-EUTF-SAH-REG-11",15800000,"GM",
"617","T05-EUTF-SAH-REG-11",15800000,"GN",
"618","T05-EUTF-SAH-REG-11",15800000,"ML",
"619","T05-EUTF-SAH-REG-11",15800000,"MR",
"620","T05-EUTF-SAH-REG-11",15800000,"NE",
"621","T05-EUTF-SAH-REG-11",15800000,"SN",
"622","T05-EUTF-SAH-REG-11",15800000,"TD",
"623","T05-EUTF-SAH-REG-11",15800000,"TG",
"624","T05-EUTF-SAH-REG-10",1e+07,"BF",
"625","T05-EUTF-SAH-REG-10",1e+07,"CI",
"626","T05-EUTF-SAH-REG-10",1e+07,"CM",
"627","T05-EUTF-SAH-REG-10",1e+07,"GH",
"628","T05-EUTF-SAH-REG-10",1e+07,"GM",
"629","T05-EUTF-SAH-REG-10",1e+07,"GN",
"630","T05-EUTF-SAH-REG-10",1e+07,"ML",
"631","T05-EUTF-SAH-REG-10",1e+07,"MR",
"632","T05-EUTF-SAH-REG-10",1e+07,"NE",
"633","T05-EUTF-SAH-REG-10",1e+07,"SN",
"634","T05-EUTF-SAH-REG-10",1e+07,"TD",
"635","T05-EUTF-NOA-REG-05",1.5e+07,"DZ","20.0"
"636","T05-EUTF-NOA-REG-05",1.5e+07,"EG","20.0"
"637","T05-EUTF-NOA-REG-05",1.5e+07,"LY","20.0"
"638","T05-EUTF-NOA-REG-05",1.5e+07,"MA","20.0"
"639","T05-EUTF-NOA-REG-05",1.5e+07,"TN","20.0"
"640","T05-EUTF-NOA-REG-04",1e+07,"DZ","20.0"
"641","T05-EUTF-NOA-REG-04",1e+07,"EG","20.0"
"642","T05-EUTF-NOA-REG-04",1e+07,"MA","20.0"
"643","T05-EUTF-NOA-REG-04",1e+07,"TN","20.0"
"644","T05-EUTF-NOA-MA-02",4580000,"MA","100.0"
"645","T05-EUTF-SAH-SN-04-05",2e+06,"SN",
"646","T05-EUTF-HoA-SO-03-13",1e+06,"SO",
"647","T05-EUTF-HOA-REG-26-01",2850000,"ET","33.3"
"648","T05-EUTF-HOA-REG-26-01",2850000,"KE","33.3"
"649","T05-EUTF-HOA-REG-26-01",2850000,"SO","33.3"
"650","T05-EUTF-SAH-REG-06-02",4900000,"BF",
"651","T05-EUTF-HoA-SD-11-05",3e+06,"SD","100.0"
"652","T05-EUTF-HOA-SS-06-01",31715258,"SS","100.0"
"653","T05-EUTF-SAH-REG-09-01",2470000,"BF",
"654","T05-EUTF-SAH-REG-09-01",2470000,"ML",
"655","T05-EUTF-SAH-REG-09-01",2470000,"MR",
"656","T05-EUTF-SAH-REG-09-01",2470000,"NE",
"657","T05-EUTF-SAH-REG-09-01",2470000,"TD",
"658","T05-EUTF-HOA-SD-32-01",8e+06,"SD",
"659","T05-EUTF-HOA-DJ-29-01",11140000,"DJ","100.0"
"660","T05-EUTF-NOA-LY-04",42223927.28,"LY","100.0"
"661","T05-EUTF-HOA-SS-21-01",27580000,"SS","100.0"
"662","T05-EUTF-NOA-REG-01-01",1e+06,"EG","100.0"
"663","T05-EUTF-NOA-TN-01-01",2500000,"TN","100.0"
"664","T05-EUTF-NOA-MA-01-01",5500000,"MA","100.0"
"665","T05-EUTF-NOA-LY-03-05",1e+07,"LY","100.0"
"666","T05-EUTF-NOA-LY-03-02",1.1e+07,"LY","100.0"
"667","T05-EUTF-NOA-LY-03-03",1.8e+07,"LY","100.0"
"668","T05-EUTF-NOA-LY-03-04",1.3e+07,"LY","100.0"
"669","T05-EUTF-NOA-LY-03-01",3.8e+07,"LY","100.0"
"670","T05-EUTF-NOA-LY-01-01",5900000,"LY","100.0"
"671","T05-EUTF-SAH-TD-01-03",1057025.95,"TD",
"672","T05-EUTF-SAH-SN-07-01",688500,"SN",
"673","T05-EUTF-SAH-TD-01-06",924318.97,"TD",
"674","T05-EUTF-SAH-BF-01-05",5263158,"BF",
"675","T05-EUTF-SAH-BF-01-04",5263158,"BF",
"676","T05-EUTF-SAH-BF-01-03",6926315,"BF",
"677","T05-EUTF-SAH-NG-07",2e+07,"NG","100.0"
"678","T05-EUTF-HOA-SD-22-03",3e+06,"SD",
"679","T05-EUTF-HOA-SD-11-01",2e+06,"SD",
"680","T05-EUTF-SAH-BF-01-01",5743000,"BF",
"681","T05-EUTF-REG-REG-02",17993979.53,"BF",
"682","T05-EUTF-REG-REG-02",17993979.53,"CI",
"683","T05-EUTF-REG-REG-02",17993979.53,"CM",
"684","T05-EUTF-REG-REG-02",17993979.53,"DJ",
"685","T05-EUTF-REG-REG-02",17993979.53,"DZ",
"686","T05-EUTF-REG-REG-02",17993979.53,"EG",
"687","T05-EUTF-REG-REG-02",17993979.53,"ER",
"688","T05-EUTF-REG-REG-02",17993979.53,"ET",
"689","T05-EUTF-REG-REG-02",17993979.53,"GH",
"690","T05-EUTF-REG-REG-02",17993979.53,"GM",
"691","T05-EUTF-REG-REG-02",17993979.53,"GN",
"692","T05-EUTF-REG-REG-02",17993979.53,"KE",
"693","T05-EUTF-REG-REG-02",17993979.53,"LY",
"694","T05-EUTF-REG-REG-02",17993979.53,"MA",
"695","T05-EUTF-REG-REG-02",17993979.53,"ML",
"696","T05-EUTF-REG-REG-02",17993979.53,"MR",
"697","T05-EUTF-REG-REG-02",17993979.53,"NE",
"698","T05-EUTF-REG-REG-02",17993979.53,"NG",
"699","T05-EUTF-REG-REG-02",17993979.53,"SD",
"700","T05-EUTF-REG-REG-02",17993979.53,"SN",
"701","T05-EUTF-REG-REG-02",17993979.53,"SO",
"702","T05-EUTF-REG-REG-02",17993979.53,"SS",
"703","T05-EUTF-REG-REG-02",17993979.53,"TD",
"704","T05-EUTF-REG-REG-02",17993979.53,"TN",
"705","T05-EUTF-REG-REG-02",17993979.53,"TZ",
"706","T05-EUTF-REG-REG-02",17993979.53,"UG",
"707","T05-EUTF-HOA-REG-36",361440000,"UG","12.0"
"708","T05-EUTF-HOA-REG-36",361440000,"DJ","11.0"
"709","T05-EUTF-HOA-REG-36",361440000,"ER","11.0"
"710","T05-EUTF-HOA-REG-36",361440000,"ET","11.0"
"711","T05-EUTF-HOA-REG-36",361440000,"KE","11.0"
"712","T05-EUTF-HOA-REG-36",361440000,"SD","11.0"
"713","T05-EUTF-HOA-REG-36",361440000,"SO","11.0"
"714","T05-EUTF-HOA-REG-36",361440000,"SS","11.0"
"715","T05-EUTF-HOA-REG-36",361440000,"TZ","11.0"
"716","T05-EUTF-SAH-REG-09",2200000,"BF",
"717","T05-EUTF-SAH-REG-09",2200000,"ML",
"718","T05-EUTF-SAH-REG-09",2200000,"MR",
"719","T05-EUTF-SAH-REG-09",2200000,"NE",
"720","T05-EUTF-SAH-REG-09",2200000,"TD",
"721","T05-EUTF-REG-REG-01",1.9e+07,"BF",
"722","T05-EUTF-REG-REG-01",1.9e+07,"CI",
"723","T05-EUTF-REG-REG-01",1.9e+07,"CM",
"724","T05-EUTF-REG-REG-01",1.9e+07,"DZ",
"725","T05-EUTF-REG-REG-01",1.9e+07,"EG",
"726","T05-EUTF-REG-REG-01",1.9e+07,"GH",
"727","T05-EUTF-REG-REG-01",1.9e+07,"GM",
"728","T05-EUTF-REG-REG-01",1.9e+07,"GN",
"729","T05-EUTF-REG-REG-01",1.9e+07,"LY",
"730","T05-EUTF-REG-REG-01",1.9e+07,"MA",
"731","T05-EUTF-REG-REG-01",1.9e+07,"ML",
"732","T05-EUTF-REG-REG-01",1.9e+07,"MR",
"733","T05-EUTF-REG-REG-01",1.9e+07,"NE",
"734","T05-EUTF-REG-REG-01",1.9e+07,"NG",
"735","T05-EUTF-REG-REG-01",1.9e+07,"SN",
"736","T05-EUTF-REG-REG-01",1.9e+07,"TD",
"737","T05-EUTF-REG-REG-01",1.9e+07,"TN",
"738","T05-EUTF-HOA-KE-34",5500000,"KE",
"739","T05-EUTF-NOA-EG-01",6e+07,"EG","100.0"
"740","T05-EUTF-NOA-LY-03",9e+07,"LY","100.0"
"741","T05-EUTF-NOA-REG-03",5200000,"DZ","20.0"
"742","T05-EUTF-NOA-REG-03",5200000,"EG","20.0"
"743","T05-EUTF-NOA-REG-03",5200000,"LY","20.0"
"744","T05-EUTF-NOA-REG-03",5200000,"MA","20.0"
"745","T05-EUTF-NOA-REG-03",5200000,"TN","20.0"
"746","T05-EUTF-HOA-SD-12-01",2220800,"SD","100.0"
"747","T05-EUTF-NOA-REG-02",5550000,"DZ","20.0"
"748","T05-EUTF-NOA-REG-02",5550000,"EG","20.0"
"749","T05-EUTF-NOA-REG-02",5550000,"LY","20.0"
"750","T05-EUTF-NOA-REG-02",5550000,"MA","20.0"
"751","T05-EUTF-NOA-REG-02",5550000,"TN","20.0"
"752","T05-EUTF-NOA-MA-06",8613500,"MA","100.0"
"753","T05-EUTF-HOA-SD-22-01",2e+06,"SD",
"754","T05-EUTF-HOA-SD-12-02",4719200,"SD",
"755","T05-EUTF-HOA-SD-13-01",11900000,"SD","100.0"
"756","T05-EUTF-NOA-REG-01",9900000,"DZ","20.0"
"757","T05-EUTF-NOA-REG-01",9900000,"EG","20.0"
"758","T05-EUTF-NOA-REG-01",9900000,"LY","20.0"
"759","T05-EUTF-NOA-REG-01",9900000,"MA","20.0"
"760","T05-EUTF-NOA-REG-01",9900000,"TN","20.0"
"761","T05-EUTF-NOA-LY-01",5900000,"LY","100.0"
"762","T05-EUTF-NOA-TN-01",12800000,"TN","100.0"
"763","T05-EUTF-NOA-LY-02",19800000,"LY","100.0"
"764","T05-EUTF-HOA-SO-03-03",5e+06,"SO","100.0"
"765","T05-EUTF-HOA-SO-03-07",4e+06,"SO","100.0"
"766","T05-EUTF-HOA-SO-03-06",1.2e+07,"SO","100.0"
"767","T05-EUTF-HOA-SO-03-08",4600000,"SO","100.0"
"768","T05-EUTF-HOA-SO-03-04",9e+06,"SO","100.0"
"769","T05-EUTF-HOA-ET-15-05",3888738,"ET","100.0"
"770","T05-EUTF-HOA-ET-15-04",4e+06,"ET","100.0"
"771","T05-EUTF-HOA-ET-15-03",5888890,"ET","100.0"
"772","T05-EUTF-HOA-ET-15-02",8817556,"ET","100.0"
"773","T05-EUTF-HOA-ET-15-01",9385704,"ET","100.0"
"774","T05-EUTF-HOA-REG-19-01",3600000,"DJ","12.5"
"775","T05-EUTF-HOA-REG-19-01",3600000,"ER","12.5"
"776","T05-EUTF-HOA-REG-19-01",3600000,"ET","12.5"
"777","T05-EUTF-HOA-REG-19-01",3600000,"KE","12.5"
"778","T05-EUTF-HOA-REG-19-01",3600000,"SD","12.5"
"779","T05-EUTF-HOA-REG-19-01",3600000,"SO","12.5"
"780","T05-EUTF-HOA-REG-19-01",3600000,"SS","12.5"
"781","T05-EUTF-HOA-REG-19-01",3600000,"UG","12.5"
"782","T05-EUTF-HOA-REG-20-01",2100000,"DJ","12.5"
"783","T05-EUTF-HOA-REG-20-01",2100000,"ER","12.5"
"784","T05-EUTF-HOA-REG-20-01",2100000,"ET","12.5"
"785","T05-EUTF-HOA-REG-20-01",2100000,"KE","12.5"
"786","T05-EUTF-HOA-REG-20-01",2100000,"SD","12.5"
"787","T05-EUTF-HOA-REG-20-01",2100000,"SO","12.5"
"788","T05-EUTF-HOA-REG-20-01",2100000,"SS","12.5"
"789","T05-EUTF-HOA-REG-20-01",2100000,"UG","12.5"
"790","T05-EUTF-HOA-REG-20-02",1400000,"DJ","12.5"
"791","T05-EUTF-HOA-REG-20-02",1400000,"ER","12.5"
"792","T05-EUTF-HOA-REG-20-02",1400000,"ET","12.5"
"793","T05-EUTF-HOA-REG-20-02",1400000,"KE","12.5"
"794","T05-EUTF-HOA-REG-20-02",1400000,"SD","12.5"
"795","T05-EUTF-HOA-REG-20-02",1400000,"SO","12.5"
"796","T05-EUTF-HOA-REG-20-02",1400000,"SS","12.5"
"797","T05-EUTF-HOA-REG-20-02",1400000,"UG","12.5"
"798","T05-EUTF-HOA-REG-19-02",6e+06,"DJ","12.5"
"799","T05-EUTF-HOA-REG-19-02",6e+06,"ER","12.5"
"800","T05-EUTF-HOA-REG-19-02",6e+06,"ET","12.5"
"801","T05-EUTF-HOA-REG-19-02",6e+06,"KE","12.5"
"802","T05-EUTF-HOA-REG-19-02",6e+06,"SD","12.5"
"803","T05-EUTF-HOA-REG-19-02",6e+06,"SO","12.5"
"804","T05-EUTF-HOA-REG-19-02",6e+06,"SS","12.5"
"805","T05-EUTF-HOA-REG-19-02",6e+06,"UG","12.5"
"806","T05-EUTF-HOA-SO-03-05",4e+06,"SO","100.0"
"807","T05-EUTF-SAH-TD-06-01",2.3e+07,"TD","100.0"
"808","T05-EUTF-SAH-NE-09-01",13066250,"NE",
"809","T05-EUTF-SAH-NG-06-01",4725000,"NG",
"810","T05-EUTF-SAH-NG-04-01",15500000,"NG",
"811","T05-EUTF-SAH-NE-08-02",3500000,"NE",
"812","T05-EUTF-SAH-NE-08-03",2725000,"NE",
"813","T05-EUTF-SAH-NE-08-01",1075000,"NE",
"814","T05-EUTF-SAH-NE-07-01",1.5e+07,"NE",
"815","T05-EUTF-SAH-REG-05-01",31100000,"CM","25.0"
"816","T05-EUTF-SAH-REG-05-01",31100000,"NE","25.0"
"817","T05-EUTF-SAH-REG-05-01",31100000,"NG","25.0"
"818","T05-EUTF-SAH-REG-05-01",31100000,"TD","25.0"
"819","T05-EUTF-SAH-REG-06-01",5300000,"ML","25.0"
"820","T05-EUTF-SAH-REG-07-01",1e+07,"BF","50.0"
"821","T05-EUTF-SAH-REG-07-01",1e+07,"ML","50.0"
"822","T05-EUTF-SAH-REG-08-05",350000,"TD","100.0"
"823","T05-EUTF-SAH-REG-08-03",2480000,"GW","100.0"
"824","T05-EUTF-SAH-REG-08-04",5400000,"GN","100.0"
"825","T05-EUTF-SAH-REG-08-02",3e+06,"GH","100.0"
"826","T05-EUTF-SAH-MR-04-01",2870000,"MR","100.0"
"827","T05-EUTF-SAH-MR-03-01",8e+06,"MR",
"828","T05-EUTF-SAH-ML-09-01",20935041,"ML",
"829","T05-EUTF-SAH-ML-08-01",8e+06,"ML","100.0"
"830","T05-EUTF-SAH-ML-08-02",1.7e+07,"ML","100.0"
"831","T05-EUTF-SAH-REG-08-01",2700000,"CI","100.0"
"832","T05-EUTF-SAH-SN-06-02",1e+07,"SN","100.0"
"833","T05-EUTF-SAH-GM-02-01",3900000,"GM",
"834","T05-EUTF-SAH-SN-06-03",9500000,"SN","100.0"
"835","T05-EUTF-SAH-CM-04-01",3300000,"CM",
"836","T05-EUTF-SAH-SN-06-01",7e+06,"SN","100.0"
"837","T05-EUTF-SAH-SN-07-02",1.5e+07,"SN","100.0"
"838","T05-EUTF-SAH-CM-01-01",1.3e+07,"CM",
"839","T05-EUTF-SAH-SN-07-03",12600000,"SN","100.0"
"840","T05-EUTF-SAH-CM-01-02",7368424,"CM",
"841","T05-EUTF-SAH-BF-06-01",8e+06,"BF",
"842","T05-EUTF-SAH-SN-08-01",1.8e+07,"SN","100.0"
"843","T05-EUTF-SAH-BF-05-01",6950000,"BF",
"844","T05-EUTF-SAH-SN-09-01",35075061,"SN","100.0"
"845","T05-EUTF-NOA-MA-01",5500000,"MA","100.0"
"846","T05-EUTF-SAH-BF-04-01",8300000,"BF",
"847","T05-EUTF-SAH-TD-05-01",9999203.2,"TD","100.0"
"848","T05-EUTF-SAH-BF-01-02",8445000,"BF",
"849","T05-EUTF-SAH-SN-04-06",2e+06,"SN",
"850","T05-EUTF-SAH-SN-04-06",2e+06,"SN","100.0"
"851","T05-EUTF-SAH-REG-04-02",6385897,"BF","20.0"
"852","T05-EUTF-HOA-SS-21",27730000,"SS","100.0"
"853","T05-EUTF-SAH-NG-03-01",2.1e+07,"NG","100.0"
"854","T05-EUTF-SAH-SN-04-04",544060,"SN",
"855","T05-EUTF-SAH-SN-04-03",194890,"SN",
"856","T05-EUTF-SAH-NE-06-01",7e+07,"NE",
"857","T05-EUTF-SAH-NE-05-01",6e+06,"NE",
"858","T05-EUTF-SAH-TD-03",10300000,"TD",
